ts,open,high,low,close,volume
2026-09-04T03:30:00+00:00,80842.0,80868.73,80836.0,80836.01,8.49531
2026-09-04T03:31:00+00:00,80836.0,80857.17,80836.0,80857.16,5.32866
2026-09-04T03:32:00+00:00,80857.16,80873.34,80822.66,80861.58,9.04626
2026-09-04T03:33:00+00:00,80861.58,80861.58,80822.66,80822.67,10.93001
2026-09-04T03:34:00+00:00,80822.66,80824.95,80822.64,80822.65,10.19671
2026-09-04T03:35:00+00:00,80822.64,80860.0,80806.0,80859.99,8.75059
2026-09-04T03:36:00+00:00,80859.99,80861.88,80808.0,80823.57,9.49444
2026-09-04T03:37:00+00:00,80823.57,80887.18,80823.57,80876.1,17.15235
2026-09-04T03:38:00+00:00,80876.11,80880.0,80867.0,80867.0,4.14442
2026-09-04T03:39:00+00:00,80867.01,80867.01,80834.0,80840.0,5.776
2026-09-04T03:40:00+00:00,80839.99,80840.0,80822.0,80829.5,7.52381
2026-09-04T03:41:00+00:00,80829.5,80829.51,80819.25,80820.93,4.49616
2026-09-04T03:42:00+00:00,80820.94,80822.67,80816.52,80820.07,3.83319
2026-09-04T03:43:00+00:00,80820.07,80875.2,80820.07,80871.31,8.0927
2026-09-04T03:44:00+00:00,80871.31,80875.0,80862.82,80873.69,5.88885
2026-09-04T03:45:00+00:00,80873.7,80888.0,80873.69,80887.99,12.01768
2026-09-04T03:46:00+00:00,80888.0,80892.58,80856.32,80892.58,10.07256
2026-09-04T03:47:00+00:00,80892.57,80924.0,80892.57,80924.0,8.8904
2026-09-04T03:48:00+00:00,80923.99,80969.84,80923.99,80941.9,11.89842
2026-09-04T03:49:00+00:00,80941.91,80941.91,80924.0,80932.58,6.15205
2026-09-04T03:50:00+00:00,80932.57,80941.91,80932.57,80941.91,3.23772
2026-09-04T03:51:00+00:00,80941.9,80945.42,80929.59,80929.6,6.61139
2026-09-04T03:52:00+00:00,80929.6,80929.6,80929.58,80929.59,2.69291
2026-09-04T03:53:00+00:00,80929.59,80945.41,80901.58,80945.4,11.66775
2026-09-04T03:54:00+00:00,80945.4,80945.4,80932.88,80932.89,7.65054
2026-09-04T03:55:00+00:00,80932.88,80932.89,80896.0,80901.59,13.59589
2026-09-04T03:56:00+00:00,80901.59,80901.59,80885.26,80885.26,4.61651
2026-09-04T03:57:00+00:00,80885.26,80891.8,80885.26,80891.8,5.91535
2026-09-04T03:58:00+00:00,80891.8,80892.39,80891.79,80891.81,3.12321
2026-09-04T03:59:00+00:00,80891.82,80891.82,80850.0,80850.0,7.13982
2026-09-04T04:00:00+00:00,80850.01,80850.01,80839.28,80839.29,5.88042
2026-09-04T04:01:00+00:00,80839.28,80839.29,80824.13,80826.73,7.31428
2026-09-04T04:02:00+00:00,80826.73,80845.9,80820.0,80830.28,13.04437
2026-09-04T04:03:00+00:00,80830.28,80839.62,80820.99,80839.62,5.29656
2026-09-04T04:04:00+00:00,80839.62,80855.2,80839.61,80855.19,4.95371
2026-09-04T04:05:00+00:00,80855.19,80877.99,80855.19,80877.98,5.503
2026-09-04T04:06:00+00:00,80877.98,80877.99,80877.98,80877.99,5.20668
2026-09-04T04:07:00+00:00,80877.99,80881.75,80877.98,80881.75,6.6615
2026-09-04T04:08:00+00:00,80881.74,80882.42,80860.42,80882.42,4.93718
2026-09-04T04:09:00+00:00,80882.42,80882.42,80866.08,80866.09,3.74846
2026-09-04T04:10:00+00:00,80866.09,80879.47,80866.08,80872.7,9.76273
2026-09-04T04:11:00+00:00,80872.7,80901.59,80858.14,80901.59,10.44205
2026-09-04T04:12:00+00:00,80901.59,80928.0,80901.58,80928.0,3.15575
2026-09-04T04:13:00+00:00,80928.0,80972.3,80928.0,80972.3,10.70872
2026-09-04T04:14:00+00:00,80972.3,80973.99,80972.29,80973.99,3.60142
2026-09-04T04:15:00+00:00,80973.99,80979.66,80962.12,80979.66,4.98768
2026-09-04T04:16:00+00:00,80980.0,81048.0,80980.0,81048.0,11.77641
2026-09-04T04:17:00+00:00,81048.0,81090.45,81024.0,81042.36,23.07939
2026-09-04T04:18:00+00:00,81042.35,81064.0,81032.6,81057.99,5.90773
2026-09-04T04:19:00+00:00,81057.99,81087.72,81057.98,81087.72,4.7326
2026-09-04T04:20:00+00:00,81087.71,81113.39,81087.71,81103.34,11.20088
2026-09-04T04:21:00+00:00,81103.34,81109.29,81095.0,81095.0,5.89349
2026-09-04T04:22:00+00:00,81095.01,81154.0,81095.0,81152.7,11.37856
2026-09-04T04:23:00+00:00,81152.69,81155.22,81134.84,81144.76,6.98876
2026-09-04T04:24:00+00:00,81144.75,81207.98,81144.75,81207.98,8.63206
2026-09-04T04:25:00+00:00,81208.0,81216.66,81160.0,81185.31,16.05212
2026-09-04T04:26:00+00:00,81185.3,81213.65,81185.3,81187.91,10.06982
2026-09-04T04:27:00+00:00,81187.91,81242.2,81187.91,81237.28,39.87668
2026-09-04T04:28:00+00:00,81237.29,81288.0,81237.29,81243.26,18.24525
2026-09-04T04:29:00+00:00,81243.26,81267.65,81230.24,81267.64,9.04792
2026-09-04T04:30:00+00:00,81267.65,81275.58,81234.0,81234.0,30.28667
2026-09-04T04:31:00+00:00,81234.0,81234.0,81200.0,81200.0,29.56997
2026-09-04T04:32:00+00:00,81200.0,81243.45,81176.0,81210.55,28.25079
2026-09-04T04:33:00+00:00,81210.55,81210.55,81171.18,81197.99,9.91877
2026-09-04T04:34:00+00:00,81198.0,81205.44,81182.0,81182.02,6.99995
2026-09-04T04:35:00+00:00,81182.02,81186.58,81182.0,81182.0,4.36931
2026-09-04T04:36:00+00:00,81182.01,81182.01,81161.87,81169.32,4.3872
2026-09-04T04:37:00+00:00,81169.32,81169.33,81152.22,81156.52,5.3672
2026-09-04T04:38:00+00:00,81156.52,81156.52,81069.83,81069.84,11.69846
2026-09-04T04:39:00+00:00,81069.84,81080.23,81035.31,81050.94,15.33913
2026-09-04T04:40:00+00:00,81050.94,81056.87,81019.0,81056.86,22.13281
2026-09-04T04:41:00+00:00,81056.87,81101.52,81056.86,81101.52,9.11082
2026-09-04T04:42:00+00:00,81101.61,81106.0,81082.0,81082.01,3.49826
2026-09-04T04:43:00+00:00,81082.0,81082.01,81028.0,81039.19,8.8614
2026-09-04T04:44:00+00:00,81039.19,81039.3,81039.19,81039.29,4.64948
2026-09-04T04:45:00+00:00,81039.3,81058.84,81028.31,81058.84,5.32172
2026-09-04T04:46:00+00:00,81058.83,81100.0,81058.83,81099.99,8.10637
2026-09-04T04:47:00+00:00,81100.0,81121.88,81080.01,81080.01,8.13218
2026-09-04T04:48:00+00:00,81080.02,81080.02,81062.01,81062.02,5.34161
2026-09-04T04:49:00+00:00,81062.02,81062.02,81054.0,81054.01,4.38354
2026-09-04T04:50:00+00:00,81054.0,81054.0,81042.06,81042.1,6.73648
2026-09-04T04:51:00+00:00,81042.1,81042.11,81042.1,81042.1,3.4955
2026-09-04T04:52:00+00:00,81042.11,81092.63,81042.11,81092.63,7.01274
2026-09-04T04:53:00+00:00,81092.63,81106.07,81078.59,81078.6,7.41196
2026-09-04T04:54:00+00:00,81078.59,81088.0,81068.62,81070.61,10.14585
2026-09-04T04:55:00+00:00,81070.6,81142.0,81070.6,81133.05,7.35834
