ts,open,high,low,close,volume
2026-07-18T18:00:00+00:00,64480.28,64669.5,64462.0,64512.41,531.00754
2026-07-18T19:00:00+00:00,64512.41,64597.9,64482.0,64552.79,294.01495
2026-07-18T20:00:00+00:00,64552.8,64739.64,64528.69,64693.01,554.55726
2026-07-18T21:00:00+00:00,64693.02,64846.83,64614.36,64731.72,365.29033
2026-07-18T22:00:00+00:00,64731.73,64865.0,64712.29,64805.05,503.12891
2026-07-18T23:00:00+00:00,64805.04,64843.3,64709.28,64834.22,220.46796
2026-07-19T00:00:00+00:00,64834.21,64906.4,64769.47,64792.08,443.04046
2026-07-19T01:00:00+00:00,64792.08,64792.09,64765.99,64765.99,211.03912
2026-07-19T02:00:00+00:00,64766.0,64967.25,64700.84,64826.01,574.09127
2026-07-19T03:00:00+00:00,64826.01,64842.92,64620.44,64706.18,416.11384
2026-07-19T04:00:00+00:00,64706.18,64795.43,64610.89,64720.17,249.31584
2026-07-19T05:00:00+00:00,64720.17,64815.65,64676.0,64724.01,206.27533
2026-07-19T06:00:00+00:00,64724.0,64759.33,64694.66,64711.69,244.79532
2026-07-19T07:00:00+00:00,64711.69,64784.0,64675.0,64711.05,401.27453
2026-07-19T08:00:00+00:00,64711.04,64743.0,64631.54,64707.49,602.66232
2026-07-19T09:00:00+00:00,64707.48,64725.74,64500.0,64509.99,392.93472
2026-07-19T10:00:00+00:00,64510.0,64700.0,64482.0,64595.0,334.64364
2026-07-19T11:00:00+00:00,64595.0,64636.28,64445.0,64467.64,208.69371
2026-07-19T12:00:00+00:00,64467.65,64467.65,64285.24,64441.15,549.2859
2026-07-19T13:00:00+00:00,64441.16,64516.33,64307.72,64483.31,325.94592
2026-07-19T14:00:00+00:00,64483.32,64663.04,64425.24,64593.07,328.9706
2026-07-19T15:00:00+00:00,64593.07,64620.0,64500.0,64585.32,260.30458
2026-07-19T16:00:00+00:00,64585.33,64644.0,64505.21,64538.72,321.63819
2026-07-19T17:00:00+00:00,64538.72,64752.0,64406.3,64547.86,402.19584
2026-07-19T18:00:00+00:00,64547.86,64554.0,64280.0,64419.99,321.71164
2026-07-19T19:00:00+00:00,64420.0,64467.82,64352.0,64462.58,115.02705
2026-07-19T20:00:00+00:00,64462.58,64560.0,64462.57,64535.99,100.52602
2026-07-19T21:00:00+00:00,64536.0,64562.55,64350.0,64415.75,221.49991
2026-07-19T22:00:00+00:00,64415.75,64900.0,64347.89,64674.67,828.28879
2026-07-19T23:00:00+00:00,64674.66,64772.0,64572.0,64722.54,319.6402
2026-07-20T00:00:00+00:00,64722.55,65107.99,64416.0,64553.84,736.05935
2026-07-20T01:00:00+00:00,64553.85,65029.4,64506.0,64628.01,401.29098
2026-07-20T02:00:00+00:00,64628.01,64964.0,64585.0,64827.2,378.92701
2026-07-20T03:00:00+00:00,64827.19,64914.93,64644.01,64869.8,340.53514
2026-07-20T04:00:00+00:00,64869.79,64869.99,64540.0,64540.01,333.38076
2026-07-20T05:00:00+00:00,64540.0,64562.0,64082.7,64128.0,978.47191
2026-07-20T06:00:00+00:00,64128.01,64220.0,63765.83,63917.98,852.13818
2026-07-20T07:00:00+00:00,63917.99,64315.96,63896.0,64280.01,998.28115
2026-07-20T08:00:00+00:00,64280.01,64356.0,63100.0,64049.99,3901.45477
2026-07-20T09:00:00+00:00,64050.0,64276.0,64012.8,64199.5,508.64903
2026-07-20T10:00:00+00:00,64199.51,64415.42,64162.0,64301.18,339.54836
2026-07-20T11:00:00+00:00,64301.18,65068.0,64273.33,65002.01,1040.02207
2026-07-20T12:00:00+00:00,65002.0,65002.83,64599.89,64640.0,1301.45682
2026-07-20T13:00:00+00:00,64640.0,64763.67,64208.0,64344.01,1171.73283
2026-07-20T14:00:00+00:00,64344.01,64575.37,64077.76,64416.01,811.23879
2026-07-20T15:00:00+00:00,64416.01,65666.8,64398.15,65598.75,2563.16846
2026-07-20T16:00:00+00:00,65598.75,65637.7,65336.0,65508.5,1056.62117
2026-07-20T17:00:00+00:00,65508.5,65646.55,65342.52,65587.98,673.41436
2026-07-20T18:00:00+00:00,65587.99,65799.0,65204.0,65240.01,708.20295
2026-07-20T19:00:00+00:00,65240.01,65274.58,65041.05,65142.0,856.15121
2026-07-20T20:00:00+00:00,65142.0,65438.0,65061.92,65367.58,339.09983
2026-07-20T21:00:00+00:00,65367.57,65445.27,65272.32,65286.02,264.99229
2026-07-20T22:00:00+00:00,65286.02,65286.02,65092.66,65141.99,333.37114
2026-07-20T23:00:00+00:00,65142.0,65272.21,65128.17,65255.51,435.27846
2026-07-21T00:00:00+00:00,65255.51,65585.0,65148.75,65568.01,685.78688
2026-07-21T01:00:00+00:00,65568.0,65658.78,65232.65,65235.55,421.8846
2026-07-21T02:00:00+00:00,65235.56,65500.0,65176.2,65414.01,382.21075
2026-07-21T03:00:00+00:00,65414.01,65593.11,65411.74,65566.78,795.51369
2026-07-21T04:00:00+00:00,65566.77,65742.58,65471.69,65522.01,600.76388
2026-07-21T05:00:00+00:00,65522.0,65933.24,65485.55,65751.56,864.8195
2026-07-21T06:00:00+00:00,65751.56,65991.05,65634.0,65913.0,733.43884
2026-07-21T07:00:00+00:00,65913.0,66245.64,65866.0,66186.86,1338.71722
2026-07-21T08:00:00+00:00,66186.86,66354.0,66129.19,66226.44,1032.71252
2026-07-21T09:00:00+00:00,66226.43,66350.0,66144.0,66291.99,472.96398
2026-07-21T10:00:00+00:00,66292.0,66420.65,66176.55,66180.0,1179.04438
2026-07-21T11:00:00+00:00,66180.0,66350.0,66147.82,66345.59,752.24871
2026-07-21T12:00:00+00:00,66345.59,66640.0,66255.73,66558.82,1002.49408
2026-07-21T13:00:00+00:00,66558.81,66810.97,66315.62,66786.0,1358.43796
2026-07-21T14:00:00+00:00,66786.0,66956.15,66648.27,66842.3,1722.33044
2026-07-21T15:00:00+00:00,66842.29,66842.3,66517.52,66676.54,948.73464
2026-07-21T16:00:00+00:00,66676.53,66764.0,66462.32,66542.01,672.73654
2026-07-21T17:00:00+00:00,66542.01,66567.59,66052.63,66207.95,1024.8098
2026-07-21T18:00:00+00:00,66207.96,66358.0,66098.71,66319.95,619.31647
2026-07-21T19:00:00+00:00,66319.96,66502.8,66264.12,66444.76,623.55174
2026-07-21T20:00:00+00:00,66444.76,66496.0,66359.3,66406.57,288.41886
2026-07-21T21:00:00+00:00,66406.58,66408.26,66290.0,66385.0,330.71956
2026-07-21T22:00:00+00:00,66385.0,66388.35,66204.0,66304.02,432.0724
2026-07-21T23:00:00+00:00,66304.02,66576.0,66228.55,66556.16,334.55343
2026-07-22T00:00:00+00:00,66556.15,66739.89,66525.54,66620.97,961.25987
2026-07-22T01:00:00+00:00,66620.97,66661.79,66282.65,66433.3,801.8459
2026-07-22T02:00:00+00:00,66433.29,66532.26,66298.0,66314.12,584.2039
2026-07-22T03:00:00+00:00,66314.12,66371.27,66176.0,66210.0,535.35393
2026-07-22T04:00:00+00:00,66209.99,66424.0,66198.0,66381.05,1016.50384
2026-07-22T05:00:00+00:00,66381.05,66381.05,65944.51,65974.9,732.84767
2026-07-22T06:00:00+00:00,65974.9,66026.93,65830.94,65934.33,677.13061
2026-07-22T07:00:00+00:00,65934.34,65968.9,65701.0,65843.48,1698.20928
2026-07-22T08:00:00+00:00,65843.48,66164.57,65843.47,65987.96,1762.03259
2026-07-22T09:00:00+00:00,65987.97,66082.5,65850.0,65928.0,1983.57551
2026-07-22T10:00:00+00:00,65928.01,66116.36,65898.0,66046.02,636.27622
2026-07-22T11:00:00+00:00,66046.01,66092.59,65909.16,66013.36,789.42664
2026-07-22T12:00:00+00:00,66013.36,66013.37,65553.67,65636.01,572.31956
2026-07-22T13:00:00+00:00,65636.01,65982.28,65559.66,65951.39,762.44551
2026-07-22T14:00:00+00:00,65951.38,66204.98,65588.0,65793.98,977.66799
2026-07-22T15:00:00+00:00,65793.98,66125.0,65793.98,66047.39,689.66439
2026-07-22T16:00:00+00:00,66047.38,66384.0,65911.6,66229.01,531.34681
2026-07-22T17:00:00+00:00,66229.01,66275.29,65944.0,66024.03,332.68865
2026-07-22T18:00:00+00:00,66024.02,66075.91,65726.08,65895.46,372.67709
2026-07-22T19:00:00+00:00,65895.46,65958.56,65691.93,65923.19,284.49057
2026-07-22T20:00:00+00:00,65923.19,65986.0,65791.79,65919.68,303.33342
2026-07-22T21:00:00+00:00,65919.67,66133.98,65892.64,66072.47,345.28683
2026-07-22T22:00:00+00:00,66072.48,66080.94,65932.0,66044.17,283.8249
2026-07-22T23:00:00+00:00,66044.17,66138.24,65844.3,66114.49,440.45434
2026-07-23T00:00:00+00:00,66114.5,66313.14,66054.58,66058.19,818.52742
2026-07-23T01:00:00+00:00,66058.2,66208.0,65751.0,65830.0,911.89269
2026-07-23T02:00:00+00:00,65830.0,65843.25,65653.23,65805.34,489.67764
2026-07-23T03:00:00+00:00,65805.35,65816.0,65585.11,65662.53,518.12407
2026-07-23T04:00:00+00:00,65662.53,65738.99,65590.12,65616.48,673.83221
2026-07-23T05:00:00+00:00,65616.49,65797.93,65570.12,65691.01,258.16071
2026-07-23T06:00:00+00:00,65691.01,65821.17,65625.2,65790.0,198.22051
2026-07-23T07:00:00+00:00,65790.0,65790.0,65351.02,65442.13,625.4986
2026-07-23T08:00:00+00:00,65442.12,65665.99,65419.75,65633.0,617.22753
2026-07-23T09:00:00+00:00,65632.99,65757.99,65608.18,65638.92,505.16907
2026-07-23T10:00:00+00:00,65638.92,65792.09,65589.69,65740.0,314.19369
2026-07-23T11:00:00+00:00,65740.0,65740.01,65540.93,65555.21,260.87827
2026-07-23T12:00:00+00:00,65555.21,65589.41,64988.05,65167.04,1080.21623
2026-07-23T13:00:00+00:00,65167.05,65221.29,64863.62,64880.0,1019.68548
2026-07-23T14:00:00+00:00,64880.0,65216.24,64822.13,64909.99,1122.58373
2026-07-23T15:00:00+00:00,64910.0,65023.68,64728.0,64958.36,1087.45523
2026-07-23T16:00:00+00:00,64958.37,64961.15,64704.57,64756.84,823.97347
2026-07-23T17:00:00+00:00,64756.84,64900.0,64650.0,64681.27,610.54166
2026-07-23T18:00:00+00:00,64681.26,64948.05,64680.0,64869.12,473.57506
2026-07-23T19:00:00+00:00,64869.13,64934.75,64686.56,64846.94,525.37224
2026-07-23T20:00:00+00:00,64846.93,65217.93,64834.52,65147.5,435.69297
2026-07-23T21:00:00+00:00,65147.5,65210.35,65014.0,65169.81,348.6782
2026-07-23T22:00:00+00:00,65169.82,65227.99,65013.94,65195.43,465.02672
2026-07-23T23:00:00+00:00,65195.43,65235.43,65052.01,65098.97,514.02333
2026-07-24T00:00:00+00:00,65098.98,65113.86,64762.18,64973.99,343.41298
2026-07-24T01:00:00+00:00,64974.0,65168.0,64944.37,65086.0,666.39562
2026-07-24T02:00:00+00:00,65086.0,65187.57,64925.45,65116.99,432.3739
2026-07-24T03:00:00+00:00,65116.99,65464.35,65078.0,65456.7,382.6998
2026-07-24T04:00:00+00:00,65456.7,65469.86,65272.26,65318.0,299.6958
2026-07-24T05:00:00+00:00,65318.01,65394.0,65248.0,65325.0,372.30415
2026-07-24T06:00:00+00:00,65325.01,65519.93,65278.07,65472.0,914.26438
2026-07-24T07:00:00+00:00,65472.0,65808.59,65320.69,65499.95,1219.60281
2026-07-24T08:00:00+00:00,65499.94,65508.17,65302.18,65302.18,306.26025
2026-07-24T09:00:00+00:00,65302.18,65314.66,64952.38,65113.13,478.93491
2026-07-24T10:00:00+00:00,65113.13,65157.99,64906.85,64950.0,716.12782
2026-07-24T11:00:00+00:00,64950.01,65099.99,64857.14,65083.43,751.17375
2026-07-24T12:00:00+00:00,65083.42,65133.99,64766.0,64780.01,507.45117
2026-07-24T13:00:00+00:00,64780.0,64802.0,63920.01,64155.46,2007.68582
2026-07-24T14:00:00+00:00,64155.47,64198.3,63739.75,64055.12,1591.08926
2026-07-24T15:00:00+00:00,64055.11,64333.33,63858.0,64093.85,1939.18979
2026-07-24T16:00:00+00:00,64093.86,64200.0,63881.46,63958.0,529.35925
2026-07-24T17:00:00+00:00,63958.01,64202.91,63905.51,64180.0,525.47557
2026-07-24T18:00:00+00:00,64180.0,64290.1,64129.75,64272.0,390.98725
2026-07-24T19:00:00+00:00,64272.01,64292.44,64141.18,64225.32,579.59462
2026-07-24T20:00:00+00:00,64225.32,64288.02,64128.89,64170.23,214.82759
2026-07-24T21:00:00+00:00,64170.24,64258.73,64122.29,64155.0,651.81342
2026-07-24T22:00:00+00:00,64155.0,64216.27,64121.86,64169.01,587.59798
2026-07-24T23:00:00+00:00,64169.01,64187.4,64134.71,64139.99,412.95391
2026-07-25T00:00:00+00:00,64140.0,64179.03,64033.18,64073.61,386.54772
2026-07-25T01:00:00+00:00,64073.61,64160.0,64006.55,64068.01,493.07694
2026-07-25T02:00:00+00:00,64068.0,64099.99,64017.87,64052.0,479.58839
2026-07-25T03:00:00+00:00,64052.01,64105.61,64016.65,64085.36,469.51581
2026-07-25T04:00:00+00:00,64085.36,64205.67,64085.15,64181.46,171.38031
2026-07-25T05:00:00+00:00,64181.45,64199.76,63980.01,64024.0,245.62438
2026-07-25T06:00:00+00:00,64024.0,64063.37,63964.57,64010.0,248.54758
2026-07-25T07:00:00+00:00,64010.0,64038.52,64000.0,64003.2,408.36611
2026-07-25T08:00:00+00:00,64003.2,64010.01,63810.0,63876.06,507.52898
2026-07-25T09:00:00+00:00,63876.07,64024.72,63830.0,63999.99,1813.6121
2026-07-25T10:00:00+00:00,64000.0,64070.0,63996.0,64070.0,200.57959
2026-07-25T11:00:00+00:00,64069.99,64113.0,64047.09,64064.01,226.46632
2026-07-25T12:00:00+00:00,64064.01,64123.8,64043.0,64123.8,179.4102
2026-07-25T13:00:00+00:00,64123.8,64267.78,64106.74,64172.0,285.46591
2026-07-25T14:00:00+00:00,64172.01,64217.09,64126.0,64214.04,270.20323
2026-07-25T15:00:00+00:00,64214.05,64272.0,64169.99,64182.0,193.98029
2026-07-25T16:00:00+00:00,64182.01,64241.71,64123.0,64206.6,126.61028
2026-07-25T17:00:00+00:00,64206.61,64356.0,64194.37,64267.4,187.81706
2026-07-25T18:00:00+00:00,64267.41,64475.28,64267.41,64415.99,314.52068
2026-07-25T19:00:00+00:00,64415.99,64438.12,64388.38,64388.38,219.4973
2026-07-25T20:00:00+00:00,64388.39,64392.74,64313.0,64339.75,213.90166
2026-07-25T21:00:00+00:00,64339.75,64430.0,64263.03,64344.02,177.06463
2026-07-25T22:00:00+00:00,64344.02,64426.0,64344.01,64412.0,625.93723
2026-07-25T23:00:00+00:00,64412.01,64429.38,64363.0,64375.0,417.8076
2026-07-26T00:00:00+00:00,64375.01,64507.0,64350.0,64506.99,256.73658
2026-07-26T01:00:00+00:00,64506.99,64541.66,64456.67,64462.0,277.18148
2026-07-26T02:00:00+00:00,64462.0,64527.59,64427.59,64527.56,117.0226
2026-07-26T03:00:00+00:00,64527.57,64582.0,64488.73,64557.0,304.96319
2026-07-26T04:00:00+00:00,64557.0,64599.95,64491.73,64530.06,425.16453
2026-07-26T05:00:00+00:00,64530.06,64530.07,64403.95,64417.69,131.14508
2026-07-26T06:00:00+00:00,64417.68,64457.55,64293.81,64438.0,408.23581
2026-07-26T07:00:00+00:00,64438.01,64460.0,64341.99,64370.0,273.49735
2026-07-26T08:00:00+00:00,64370.0,64493.99,64353.0,64480.01,204.14991
2026-07-26T09:00:00+00:00,64480.02,64549.02,64478.38,64538.0,164.82486
2026-07-26T10:00:00+00:00,64538.01,64573.73,64497.62,64515.4,137.0474
2026-07-26T11:00:00+00:00,64515.39,64535.99,64495.17,64507.35,174.84399
2026-07-26T12:00:00+00:00,64507.36,64662.99,64434.0,64466.67,319.29329
2026-07-26T13:00:00+00:00,64466.68,64571.42,64414.0,64518.0,319.1541
2026-07-26T14:00:00+00:00,64517.99,64768.23,64517.99,64712.99,504.24215
2026-07-26T15:00:00+00:00,64713.0,64827.0,64673.42,64768.0,313.86895
2026-07-26T16:00:00+00:00,64768.0,64940.51,64703.23,64734.17,420.05042
2026-07-26T17:00:00+00:00,64734.17,64794.45,64668.91,64697.2,347.81315
2026-07-26T18:00:00+00:00,64697.21,64769.99,64668.91,64734.38,114.76281
2026-07-26T19:00:00+00:00,64734.39,64753.0,64671.91,64695.52,369.55718
2026-07-26T20:00:00+00:00,64695.52,64703.36,64631.57,64649.04,120.01782
2026-07-26T21:00:00+00:00,64649.04,64924.0,64649.03,64858.02,268.26505
2026-07-26T22:00:00+00:00,64858.03,65502.6,64858.03,65412.68,1331.07392
2026-07-26T23:00:00+00:00,65412.69,65577.0,65273.76,65399.99,630.14927
2026-07-27T00:00:00+00:00,65400.0,65418.81,65065.46,65131.95,465.77387
2026-07-27T01:00:00+00:00,65131.96,65225.75,64892.03,65206.21,478.78723
2026-07-27T02:00:00+00:00,65206.21,65281.64,65118.08,65172.0,475.81825
2026-07-27T03:00:00+00:00,65172.02,65367.73,65161.99,65284.0,519.18282
2026-07-27T04:00:00+00:00,65284.0,65500.0,65242.69,65282.8,331.55981
2026-07-27T05:00:00+00:00,65282.81,65493.38,65282.8,65468.38,284.79372
2026-07-27T06:00:00+00:00,65468.38,65744.6,65404.9,65416.76,867.3473
2026-07-27T07:00:00+00:00,65416.77,65447.02,65217.16,65221.99,1066.09119
2026-07-27T08:00:00+00:00,65221.99,65258.0,65128.85,65162.98,724.97518
2026-07-27T09:00:00+00:00,65162.98,65348.17,65100.0,65262.17,1478.16072
2026-07-27T10:00:00+00:00,65262.18,65432.0,65230.01,65333.35,412.29993
2026-07-27T11:00:00+00:00,65333.35,65333.36,65092.0,65100.79,287.15002
2026-07-27T12:00:00+00:00,65100.79,65255.76,64836.0,65086.0,587.73231
2026-07-27T13:00:00+00:00,65086.0,65718.0,64913.12,65217.37,1076.54142
